subject,predicate,object
0402,hasDivision,040210
0402,hasDivision,040221
0402,hasDivision,040229
0402,hasDivision,040291
0402,hasDivision,040299
0403,hasDivision,040320
0403,hasDivision,040390
0404,hasDivision,040410
0404,hasDivision,040490
0405,hasDivision,040510
0405,hasDivision,040520
0405,hasDivision,040590
0406,hasDivision,040610
0406,hasDivision,040620
0406,hasDivision,040630
0406,hasDivision,040640
0406,hasDivision,040690
0407,hasDivision,040711
0407,hasDivision,040719
0407,hasDivision,040721
0407,hasDivision,040729
0407,hasDivision,040790
0408,hasDivision,040811
0408,hasDivision,040819
0408,hasDivision,040891
0408,hasDivision,040899
0409,hasDivision,040900
0410,hasDivision,041010
0410,hasDivision,041090
0501,hasDivision,050100
0502,hasDivision,050210
0502,hasDivision,050290
0504,hasDivision,050400
0505,hasDivision,050510
0505,hasDivision,050590
0506,hasDivision,050610
0506,hasDivision,050690
0507,hasDivision,050710
0507,hasDivision,050790
0508,hasDivision,050800
0510,hasDivision,051000
0511,hasDivision,051110
0511,hasDivision,051191
0511,hasDivision,051199
0601,hasDivision,060110
0601,hasDivision,060120
0602,hasDivision,060210
0602,hasDivision,060220
0602,hasDivision,060230
0602,hasDivision,060240
0602,hasDivision,060290
0603,hasDivision,060311
0603,hasDivision,060312
0603,hasDivision,060313
0603,hasDivision,060314
0603,hasDivision,060315
0603,hasDivision,060319
0603,hasDivision,060390
0604,hasDivision,060420
0604,hasDivision,060490
0701,hasDivision,070110
0701,hasDivision,070190
0702,hasDivision,070200
0703,hasDivision,070310
0703,hasDivision,070320
0703,hasDivision,070390
0704,hasDivision,070410
0704,hasDivision,070420
0704,hasDivision,070490
0705,hasDivision,070511
0705,hasDivision,070519
0705,hasDivision,070521
0705,hasDivision,070529
0706,hasDivision,070610
0706,hasDivision,070690
0707,hasDivision,070700
0708,hasDivision,070810
0708,hasDivision,070820
0708,hasDivision,070890
0709,hasDivision,070920
0709,hasDivision,070930
0709,hasDivision,070940
0709,hasDivision,070951
0709,hasDivision,070952
0709,hasDivision,070953
0709,hasDivision,070954
0709,hasDivision,070955
0709,hasDivision,070956
0709,hasDivision,070959
0709,hasDivision,070960
0709,hasDivision,070970
0709,hasDivision,070991
0709,hasDivision,070992
0709,hasDivision,070993
0709,hasDivision,070999
0710,hasDivision,071010
0710,hasDivision,071021
0710,hasDivision,071022
0710,hasDivision,071029
0710,hasDivision,071030
0710,hasDivision,071040
0710,hasDivision,071080
0710,hasDivision,071090
0711,hasDivision,071120
0711,hasDivision,071140
0711,hasDivision,071151
0711,hasDivision,071159
0711,hasDivision,071190
0712,hasDivision,071220
0712,hasDivision,071231
0712,hasDivision,071232
0712,hasDivision,071233
0712,hasDivision,071234
0712,hasDivision,071239
0712,hasDivision,071290
0713,hasDivision,071310
0713,hasDivision,071320
0713,hasDivision,071331
0713,hasDivision,071332
0713,hasDivision,071333
0713,hasDivision,071334
0713,hasDivision,071335
0713,hasDivision,071339
0713,hasDivision,071340
0713,hasDivision,071350
0713,hasDivision,071360
0713,hasDivision,071390
0714,hasDivision,071410
0714,hasDivision,071420
0714,hasDivision,071430
0714,hasDivision,071440
0714,hasDivision,071450
0714,hasDivision,071490
0801,hasDivision,080111
0801,hasDivision,080112
0801,hasDivision,080119
0801,hasDivision,080121
0801,hasDivision,080122
0801,hasDivision,080131
0801,hasDivision,080132
0802,hasDivision,080211
0802,hasDivision,080212
0802,hasDivision,080221
0802,hasDivision,080222
0802,hasDivision,080231
0802,hasDivision,080232
0802,hasDivision,080241
0802,hasDivision,080242
0802,hasDivision,080251
0802,hasDivision,080252
0802,hasDivision,080261
0802,hasDivision,080262
0802,hasDivision,080270
0802,hasDivision,080280
0802,hasDivision,080291
0802,hasDivision,080292
0802,hasDivision,080299
0803,hasDivision,080310
0803,hasDivision,080390
0804,hasDivision,080410
0804,hasDivision,080420
0804,hasDivision,080430
0804,hasDivision,080440
0804,hasDivision,080450
0805,hasDivision,080510
0805,hasDivision,080521
0805,hasDivision,080522
0805,hasDivision,080529
0805,hasDivision,080540
0805,hasDivision,080550
0805,hasDivision,080590
0806,hasDivision,080610
0806,hasDivision,080620
0807,hasDivision,080711
0807,hasDivision,080719
0807,hasDivision,080720
0808,hasDivision,080810
0808,hasDivision,080830
0808,hasDivision,080840
0809,hasDivision,080910
0809,hasDivision,080921
0809,hasDivision,080929
0809,hasDivision,080930
0809,hasDivision,080940
0810,hasDivision,081010
0810,hasDivision,081020
0810,hasDivision,081030
0810,hasDivision,081040
0810,hasDivision,081050
0810,hasDivision,081060
0810,hasDivision,081070
0810,hasDivision,081090
0811,hasDivision,081110
0811,hasDivision,081120
0811,hasDivision,081190
0812,hasDivision,081210
0812,hasDivision,081290
0813,hasDivision,081310
0813,hasDivision,081320
0813,hasDivision,081330
0813,hasDivision,081340
0813,hasDivision,081350
0814,hasDivision,081400
0901,hasDivision,090111
0901,hasDivision,090112
0901,hasDivision,090121
0901,hasDivision,090122
0901,hasDivision,090190
0902,hasDivision,090210
0902,hasDivision,090220
0902,hasDivision,090230
0902,hasDivision,090240
0903,hasDivision,090300
0904,hasDivision,090411
0904,hasDivision,090412
0904,hasDivision,090421
0904,hasDivision,090422
0905,hasDivision,090510
0905,hasDivision,090520
0906,hasDivision,090611
0906,hasDivision,090619
0906,hasDivision,090620
0907,hasDivision,090710
0907,hasDivision,090720
0908,hasDivision,090811
0908,hasDivision,090812
0908,hasDivision,090821
0908,hasDivision,090822
0908,hasDivision,090831
0908,hasDivision,090832
0909,hasDivision,090921
0909,hasDivision,090922
0909,hasDivision,090931
0909,hasDivision,090932
0909,hasDivision,090961
0909,hasDivision,090962
0910,hasDivision,091011
0910,hasDivision,091012
0910,hasDivision,091020
0910,hasDivision,091030
0910,hasDivision,091091
0910,hasDivision,091099
1001,hasDivision,100111
1001,hasDivision,100119
1001,hasDivision,100191
1001,hasDivision,100199
1002,hasDivision,100210
1002,hasDivision,100290
1003,hasDivision,100310
1003,hasDivision,100390
1004,hasDivision,100410
1004,hasDivision,100490
1005,hasDivision,100510
1005,hasDivision,100590
1006,hasDivision,100610
1006,hasDivision,100620
1006,hasDivision,100630
1006,hasDivision,100640
1007,hasDivision,100710
1007,hasDivision,100790
1008,hasDivision,100810
1008,hasDivision,100821
1008,hasDivision,100829
1008,hasDivision,100830
1008,hasDivision,100840
1008,hasDivision,100850
1008,hasDivision,100860
1008,hasDivision,100890
1101,hasDivision,110100
1102,hasDivision,110220
1102,hasDivision,110290
1103,hasDivision,110311
1103,hasDivision,110313
1103,hasDivision,110319
1103,hasDivision,110320
1104,hasDivision,110412
1104,hasDivision,110419
1104,hasDivision,110422
1104,hasDivision,110423
1104,hasDivision,110429
1104,hasDivision,110430
1105,hasDivision,110510
1105,hasDivision,110520
1106,hasDivision,110610
1106,hasDivision,110620
1106,hasDivision,110630
1107,hasDivision,110710
1107,hasDivision,110720
1108,hasDivision,110811
1108,hasDivision,110812
1108,hasDivision,110813
1108,hasDivision,110814
1108,hasDivision,110819
1108,hasDivision,110820
1109,hasDivision,110900
1201,hasDivision,120110
1201,hasDivision,120190
1202,hasDivision,120230
1202,hasDivision,120241
1202,hasDivision,120242
1203,hasDivision,120300
1204,hasDivision,120400
1205,hasDivision,120510
1205,hasDivision,120590
1206,hasDivision,120600
1207,hasDivision,120710
1207,hasDivision,120721
1207,hasDivision,120729
1207,hasDivision,120730
1207,hasDivision,120740
1207,hasDivision,120750
1207,hasDivision,120760
1207,hasDivision,120770
1207,hasDivision,120791
1207,hasDivision,120799
1208,hasDivision,120810
1208,hasDivision,120890
1209,hasDivision,120910
1209,hasDivision,120921
1209,hasDivision,120922
1209,hasDivision,120923
1209,hasDivision,120924
1209,hasDivision,120925
1209,hasDivision,120929
1209,hasDivision,120930
1209,hasDivision,120991
1209,hasDivision,120999
1210,hasDivision,121010
1210,hasDivision,121020
1211,hasDivision,121120
1211,hasDivision,121130
1211,hasDivision,121140
1211,hasDivision,121150
1211,hasDivision,121160
1211,hasDivision,121190
1212,hasDivision,121221
1212,hasDivision,121229
1212,hasDivision,121291
1212,hasDivision,121292
1212,hasDivision,121293
1212,hasDivision,121294
1212,hasDivision,121299
1213,hasDivision,121300
1214,hasDivision,121410
1214,hasDivision,121490
1301,hasDivision,130120
1301,hasDivision,130190
1302,hasDivision,130211
1302,hasDivision,130212
1302,hasDivision,130213
1302,hasDivision,130214
1302,hasDivision,130219
1302,hasDivision,130220
1302,hasDivision,130231
1302,hasDivision,130232
1302,hasDivision,130239
1401,hasDivision,140110
1401,hasDivision,140120
1401,hasDivision,140190
1404,hasDivision,140420
1404,hasDivision,140490
1501,hasDivision,150110
1501,hasDivision,150120
1501,hasDivision,150190
1502,hasDivision,150210
1502,hasDivision,150290
1503,hasDivision,150300
1504,hasDivision,150410
1504,hasDivision,150420
1504,hasDivision,150430
1505,hasDivision,150500
1506,hasDivision,150600
1507,hasDivision,150710
1507,hasDivision,150790
1508,hasDivision,150810
1508,hasDivision,150890
1509,hasDivision,150920
1509,hasDivision,150930
1509,hasDivision,150940
1509,hasDivision,150990
1510,hasDivision,151010
1510,hasDivision,151090
1511,hasDivision,151110
1511,hasDivision,151190
1512,hasDivision,151211
1512,hasDivision,151219
1512,hasDivision,151221
1512,hasDivision,151229
1513,hasDivision,151311
1513,hasDivision,151319
1513,hasDivision,151321
1513,hasDivision,151329
1514,hasDivision,151411
1514,hasDivision,151419
1514,hasDivision,151491
1514,hasDivision,151499
1515,hasDivision,151511
1515,hasDivision,151519
1515,hasDivision,151521
1515,hasDivision,151529
1515,hasDivision,151530
1515,hasDivision,151550
1515,hasDivision,151560
1515,hasDivision,151590
1516,hasDivision,151610
1516,hasDivision,151620
1516,hasDivision,151630
1517,hasDivision,151710
1517,hasDivision,151790
1518,hasDivision,151800
1520,hasDivision,152000
1521,hasDivision,152110
1521,hasDivision,152190
1522,hasDivision,152200
1601,hasDivision,160100
1602,hasDivision,160210
1602,hasDivision,160220
1602,hasDivision,160231
1602,hasDivision,160232
1602,hasDivision,160239
1602,hasDivision,160241
1602,hasDivision,160242
1602,hasDivision,160249
1602,hasDivision,160250
1602,hasDivision,160290
1603,hasDivision,160300
1604,hasDivision,160411
1604,hasDivision,160412
